4.300000000000000000e+01,7.271035143933697320e-01,6.780349963555296622e-01,1.076523249817093464e-01
8.800000000000000000e+01,3.472633308610394154e-02,9.944320698405616499e-01,9.949341818939233528e-02
1.070000000000000000e+02,-2.910109709068956496e-01,9.518539961984320286e-01,9.636692758878147302e-02
1.220000000000000000e+02,-5.280762090684045784e-01,8.450985913372689451e-01,8.332999661410338266e-02
1.240000000000000000e+02,-5.565431132121121394e-01,8.251090969428449551e-01,9.723549392239932976e-02
1.450000000000000000e+02,-8.158708356988638721e-01,5.712789093617998137e-01,8.941581053946850988e-02
1.540000000000000000e+02,-8.961810592516029628e-01,4.370967078524797822e-01,7.619696203392145595e-02
1.710000000000000000e+02,-9.826320763932201441e-01,1.556336314644772845e-01,1.010562971829463419e-01
1.830000000000000000e+02,-9.947684426520408962e-01,-5.213360498024252609e-02,8.785119655074316580e-02
1.940000000000000000e+02,-9.654981669405037215e-01,-2.407257297120274364e-01,9.931974974363901032e-02
2.070000000000000000e+02,-8.863345339819870272e-01,-4.516100018296069218e-01,1.022716975433394654e-01
3.010000000000000000e+02,5.134149250346410343e-01,-8.544659256676825354e-01,7.932904023460944642e-02
3.300000000000000000e+02,8.614379088394191752e-01,-4.973514085585875599e-01,1.027925367872468132e-01
3.430000000000000000e+02,9.514428294443723066e-01,-2.908852646149843735e-01,1.007090121526244553e-01
3.550000000000000000e+02,9.924190150530536325e-01,-8.682541328470566588e-02,8.698187264635691418e-02
3.650000000000000000e+02,9.905356969661548439e-01,8.666064430228820337e-02,1.064376144268841390e-01
3.770000000000000000e+02,9.517569686079294655e-01,2.909813065955310085e-01,9.740919832440132764e-02
3.790000000000000000e+02,9.408762481409368439e-01,3.239696729233031425e-01,9.897240378106496317e-02
3.940000000000000000e+02,8.243588787590254707e-01,5.560370846576362380e-01,1.060905250085935614e-01
4.180000000000000000e+02,5.272064532223610378e-01,8.437066910250092810e-01,1.010562971829463419e-01
4.430000000000000000e+02,1.214750797391907777e-01,9.893351317618089835e-01,8.037289383991019776e-02
4.760000000000000000e+02,-4.363161409536883140e-01,8.945806599404011461e-01,9.671436296578402037e-02
5.180000000000000000e+02,-9.221384186712550113e-01,3.725681049933464162e-01,1.041813032753182988e-01
5.220000000000000000e+02,-9.463540838874122674e-01,3.074890814654687166e-01,9.931974974363901032e-02
5.310000000000000000e+02,-9.830248296879215975e-01,1.556958374752435426e-01,9.706178655843480940e-02
5.440000000000000000e+02,-9.919711551063782329e-01,-6.936538041651112152e-02,1.057434226634943464e-01
5.600000000000000000e+02,-9.342140232462046168e-01,-3.400260968956916874e-01,1.078258419861475997e-01
6.020000000000000000e+02,-4.667256067011829046e-01,-8.777832005777376212e-01,1.079993557060228426e-01
6.360000000000000000e+02,1.039691166930861721e-01,-9.892000682016175439e-01,1.033133478499971974e-01
6.550000000000000000e+02,4.205505753792784240e-01,-9.018736193251415401e-01,9.879872627482501335e-02
6.640000000000000000e+02,5.559432111128247422e-01,-8.242197055055123789e-01,1.076523249817093464e-01
6.710000000000000000e+02,6.524770279642907456e-01,-7.505889594075801918e-01,1.043548848609016783e-01
6.770000000000000000e+02,7.308764519291383044e-01,-6.815533175266890176e-01,3.612045658402140286e-02
6.960000000000000000e+02,9.083559552461506481e-01,-4.044261277464243354e-01,1.064376144268841390e-01
7.290000000000000000e+02,9.830248296879214864e-01,1.556958374752444585e-01,9.706178655843480940e-02
7.460000000000000000e+02,8.980825095912453593e-01,4.380241071486628002e-01,3.978300545342978306e-02
7.600000000000000000e+02,7.618339844502960423e-01,6.392546153705617185e-01,1.047020384902861978e-01
7.610000000000000000e+02,7.513353144078583901e-01,6.531258244677354829e-01,9.445582426184968849e-02
7.650000000000000000e+02,7.054860640664567528e-01,7.054860640664573079e-01,6.766702901737074727e-02
8.130000000000000000e+02,-5.209149723353000833e-02,9.939649789814068992e-01,9.654064674768088328e-02
8.140000000000000000e+02,-6.945936730093373035e-02,9.933152301730167055e-01,9.219679929629191750e-02
8.400000000000000000e+02,-4.974049578917528747e-01,8.615306590051727831e-01,1.017508302610661969e-01
8.410000000000000000e+02,-5.130703572004428059e-01,8.538924684909491303e-01,8.732961019404369973e-02
8.730000000000000000e+02,-8.863821252903835157e-01,4.516342508124094879e-01,1.017508302610661969e-01
9.100000000000000000e+02,-9.812232389997581627e-01,-1.730161311338070385e-01,8.524302677822329088e-02
9.300000000000000000e+02,-8.621677147895300264e-01,-4.977727622203382274e-01,9.428207022618005639e-02
9.500000000000000000e+02,-6.401013247077576018e-01,-7.628430533447805306e-01,9.132781652369779957e-02
9.670000000000000000e+02,-3.884604345044727070e-01,-9.151554336562881531e-01,1.076523249817093464e-01
9.830000000000000000e+02,-1.213502780738647119e-01,-9.883187037645877471e-01,9.219679929629191750e-02
1.067000000000000000e+03,9.731817452199393870e-01,-2.246767091553469042e-01,4.937273674606854762e-02
1.074000000000000000e+03,9.894656699899808672e-01,-1.039970325659384659e-01,1.007090121526244553e-01
1.086000000000000000e+03,9.895872967562605593e-01,1.040098160541946537e-01,9.949341818939233528e-02
1.096000000000000000e+03,9.561005011673915366e-01,2.741574070314328759e-01,1.034869452504225268e-01
1.099000000000000000e+03,9.400946229537372467e-01,3.237005377881079782e-01,1.069582242240408460e-01
1.158000000000000000e+03,2.070788764084499356e-01,9.742295169881601824e-01,8.941581053946850988e-02
1.168000000000000000e+03,3.477760841680883203e-02,9.959004031977837235e-01,8.350392124504688041e-02
1.170000000000000000e+03,-9.773943806257028676e-16,9.969989492699816713e-01,7.741508350801171168e-02
1.191000000000000000e+03,-3.565522730980994481e-01,9.288504276395782577e-01,1.005353650331608228e-01
1.195000000000000000e+03,-4.201701930650783567e-01,9.010578868199008440e-01,1.074788046979937989e-01
1.196000000000000000e+03,-4.359536822320075888e-01,8.938375094309223279e-01,1.048756105235124636e-01
1.288000000000000000e+03,-8.786429282029726284e-01,-4.671827319881808882e-01,9.862504575900374326e-02
1.302000000000000000e+03,-7.389094873516131035e-01,-6.653170907814356383e-01,1.066111542752599117e-01
1.319000000000000000e+03,-5.121027649676164195e-01,-8.522821245905718435e-01,1.066111542752599117e-01
1.354000000000000000e+03,6.940671403224291103e-02,-9.925622533501493594e-01,1.000144053210348105e-01
1.366000000000000000e+03,2.747456320139296526e-01,-9.581518854675729058e-01,8.037289383991019776e-02
1.372000000000000000e+03,3.726490257647865345e-01,-9.223387046088182828e-01,1.020980782242374152e-01
1.415000000000000000e+03,9.011593990791594289e-01,-4.202175290089672499e-01,1.064376144268841390e-01
1.421000000000000000e+03,9.400060115678029460e-01,-3.236700264410807826e-01,1.078258419861475997e-01
1.465000000000000000e+03,9.012265249078397211e-01,4.202488302969425993e-01,1.057434226634943464e-01
1.473000000000000000e+03,8.360737292429826217e-01,5.429526282433508877e-01,7.863308943039967747e-02
1.493000000000000000e+03,5.986486563859624299e-01,7.944335994270048662e-01,1.024453137470674735e-01
1.501000000000000000e+03,4.820646010917422064e-01,8.696675614953724986e-01,1.062640713362331957e-01
1.562000000000000000e+03,-5.288966902971372619e-01,8.464116357780432365e-01,6.209375018688418485e-02
1.599000000000000000e+03,-9.310373469607950980e-01,3.573917527730388066e-01,7.376037970359898555e-02
1.630000000000000000e+03,-9.796086994428233607e-01,-1.727314442484978452e-01,1.026189268301327673e-01
