3179,63608,81266,0.9646178261631283,0.210318704570795
3179,63608,81377,1.1321471545008168,0.2684571264825951
3179,63608,82273,1.0334441398174672,0.23330655722445798
3179,63608,84345,0.8517044974664784,0.17444611824129472
3179,63608,85670,1.058295468522665,0.23780178569780303
3179,63608,86032,0.9707958131381833,0.19518788811488336
3179,63608,86228,1.1687527717609556,0.2822584388250744
3179,63608,88635,1.1482178173339095,0.27271598982062445
3179,63608,89931,0.9840359340884774,0.21696890081404582
3179,63608,93506,0.9708258195936759,0.21254841579730524
3179,63608,97165,1.1378506755970965,0.27104978158608917
3179,63608,100453,1.1763327023253702,0.2854621558336547
3179,63608,102488,1.1758082120502567,0.2849903235829806
3179,63608,108085,1.0539342688351683,0.22069395441401252
3179,63608,113368,1.0116268443068595,0.22508495470369982
3179,64962,65378,1.0543559502599145,0.23717635120980074
3179,64962,74785,1.1260930702374805,0.2530830868200144
3179,64962,77952,1.2468398548513109,0.3051841740850428
3179,64962,80112,1.2270670028586077,0.29915686173899864
3179,64962,80331,1.1703767195922608,0.2759921613934427
3179,64962,80763,1.0602874324387983,0.23333194843032098
3179,64962,86032,1.1156880085447882,0.24696197493608255
3179,64962,86670,1.1198423413077438,0.25510768464923883
3179,64962,86742,1.0539196533973274,0.23982486451556648
3179,64962,87073,1.2383552404963374,0.30192133815581523
3179,64962,92855,1.2012457836405837,0.2853918922552325
3179,64962,112158,1.165268945512341,0.2696761528845754
3179,65378,65474,1.0483179342542313,0.23897128912394713
3179,65378,66657,1.0198998280577436,0.22902186609178882
3179,65378,68702,1.1839255503501749,0.28797909901592045
3179,65378,68933,0.8659980503763128,0.17887395010082552
3179,65378,69673,1.1213137978722427,0.2614407521436204
3179,65378,71352,1.0004220704819935,0.22025434670468233
3179,65378,74785,0.9721895531850101,0.19808819114103762
3179,65378,75097,1.1447340747016779,0.27327417374028307
3179,65378,76267,0.9758306560254754,0.2142062214691061
3179,65378,79593,1.0944432062785796,0.2399006751472213
3179,65378,81266,0.9629685287904698,0.20978741150731148
3179,65378,81377,1.1311121904292822,0.26773962635245674
3179,65378,82273,1.0309985919586881,0.23244467069712588
3179,65378,84345,0.851129419615924,0.17441002422688606
3179,65378,85670,1.05691984228829,0.23647139316565852
3179,65378,86032,0.9826677150501842,0.19919062416947797
3179,65378,86228,1.1691085194486728,0.28265418319062013
3179,65378,88635,1.1463351539060795,0.27146179273625004
3179,65378,89931,0.9836410270624993,0.21676646009632614
3179,65378,93506,0.9704466841535921,0.2123250065001847
3179,65378,97165,1.137058160314825,0.27055684100718136
3179,65378,100453,1.1749795834522625,0.284842030009391
3179,65378,102488,1.1768496912298463,0.2855653961357125
3179,65378,108085,1.045231301100029,0.21695857646421557
3179,65378,113368,1.0111060772315554,0.22442152684417963
3179,65474,66657,0.9623113376167013,0.21142991991342164
3179,65474,67927,1.191274615255661,0.2809377095098481
3179,65474,77952,1.1938808504924017,0.27980995843995343
3179,65474,78265,1.2458166823350172,0.3071879878172813
3179,65474,80112,1.1790355378233859,0.2784374185940956
3179,65474,80331,1.171467510585099,0.2807471518761713
3179,65474,80763,1.0620940183487253,0.24248763366782683
3179,65474,81266,1.0299119105353272,0.23285498469397561
3179,65474,82273,0.9493421674518974,0.2069977466290755
3179,65474,82514,1.1436935412736622,0.2554865780585975
3179,65474,86670,1.124050152431824,0.26387553702922434
3179,65474,86742,1.0449021482435548,0.23665036279742374
3179,65474,87073,1.1904369101515142,0.2767602145228452
3179,65474,90496,1.130676949889855,0.26568376145390116
3179,65474,92855,1.2110058698558326,0.2946099241628385
3179,65474,94141,1.2021224610128345,0.28789298647380485
3179,65474,112158,1.178374129558639,0.2822689447842443
3179,66657,68933,0.963152264312721,0.211708935489218
3179,66657,71352,0.9645492713915851,0.21080144128378225
3179,66657,76267,0.9755896255511118,0.2140313222346752
14135,71352,86032,1.0178150152112093,0.22463546455835356
47908,54539,82273,1.193250005678147,0.29093807302015223
14135,71352,90185,1.0282190711131185,0.22735735944683397
47908,54539,86032,1.1578909654030753,0.2635485012077888
14135,71681,74785,1.1040423817359157,0.251315674638762
47908,54872,61585,0.9375550690216659,0.19945146449740572
14135,71681,81266,1.2626453123908976,0.3117795854279548
47908,54872,62434,1.0163011980999799,0.22499035116838817
14135,71681,82273,1.2500719918845036,0.3079793374855784
47908,54872,66657,0.9422739858883022,0.20088387991056333
14135,71681,86032,1.086300842862771,0.24419080603508808
47908,54872,74785,1.0690612582091594,0.24339673120932023
14135,71683,74785,1.104622333545188,0.25149007150449737
47908,54872,77070,0.994389477936693,0.2188715944156891
14135,71683,81266,1.2636559337027076,0.31214026771031417
47908,54872,81266,0.9378758274566266,0.19980125996044037
14135,71683,82273,1.25143717527923,0.30843912331369766
47908,54872,82273,0.9303907154968462,0.1972919282775365
14135,71683,86032,1.0868961753538608,0.24435631178944833
47908,54872,84012,0.935157524813359,0.19859129717586527
14135,74785,76267,0.9709807934651392,0.20275160310788107
47908,54872,86032,1.0782687525387653,0.2467026087776384
14135,74785,79593,1.0347486554290521,0.23087968357557287
47908,57632,61585,1.0996493344280847,0.25864399109323183
14135,74785,84012,0.9677039300887533,0.21169718989273303
47908,57632,62434,1.1023428375381013,0.2565453039547678
14135,74785,84345,1.0005939685956633,0.20647002803124714
47908,57632,66657,1.1165744075478772,0.26289337280390845
14135,74785,85670,1.0410788557692925,0.2362516066221727
47908,57632,74785,1.072251963082605,0.2450077177720158
14135,74785,89931,0.9732785366876382,0.20428502021108963
47908,57632,81266,1.0904826831604637,0.2562766026692227
14135,74785,90185,0.9986603201134573,0.21812620582672984
47908,57632,82273,1.1196342729765891,0.26379910685175206
14135,74785,91262,1.1251356545903675,0.26336775953984826
